,country,year,no_schooling,total_primary,completed_primary,total_secondary,completed_secondary,total_tertiary,completed_tertiary,avg_years_total_schooling,avg_years_primary_schooling,avg_years_secondary_schooling,avg_years_tertiary_schooling,population_1000s,region,iso_alpha
220,France,1980,0.8,62.6,27.3,27.8,10.4,8.8,4.3,6.37,4.08,2.04,0.26,34351.0,Advanced Economies,FRA
221,France,1985,5.0,46.6,25.0,37.4,19.3,10.9,4.9,7.37,4.21,2.84,0.32,36403.0,Advanced Economies,FRA
222,France,1990,5.9,35.1,21.6,45.4,26.4,13.6,6.0,8.32,4.37,3.56,0.39,37313.0,Advanced Economies,FRA
223,France,1995,3.3,27.4,19.2,52.3,32.2,16.9,7.2,9.36,4.63,4.25,0.48,37893.0,Advanced Economies,FRA
224,France,2000,1.8,19.8,15.3,58.3,36.7,20.2,8.7,10.22,4.8,4.85,0.58,38560.0,Advanced Economies,FRA
225,France,2005,1.2,11.8,9.9,65.3,40.3,21.7,9.7,10.86,4.89,5.34,0.63,39454.0,Advanced Economies,FRA
226,France,2010,1.2,8.5,7.7,64.0,41.9,26.3,11.7,11.34,4.92,5.66,0.76,40070.0,Advanced Economies,FRA
231,Germany,1870,65.5,27.3,9.5,6.8,1.3,0.3,0.1,2.23,2.04,0.17,0.01,24858.0,Advanced Economies,DEU
232,Germany,1875,62.6,29.3,10.4,7.7,1.5,0.4,0.1,2.44,2.24,0.2,0.01,24539.0,Advanced Economies,DEU
233,Germany,1880,59.6,31.4,11.5,8.5,1.7,0.4,0.2,2.67,2.43,0.22,0.01,27025.0,Advanced Economies,DEU
234,Germany,1885,56.6,33.7,12.7,9.1,2.0,0.5,0.2,2.89,2.63,0.24,0.01,26955.0,Advanced Economies,DEU
235,Germany,1890,53.6,36.2,14.0,9.6,2.2,0.6,0.2,3.1,2.83,0.26,0.02,29533.0,Advanced Economies,DEU
236,Germany,1895,50.7,38.7,15.5,10.0,2.4,0.7,0.3,3.31,3.02,0.27,0.02,30236.0,Advanced Economies,DEU
237,Germany,1900,48.4,40.6,16.8,10.2,2.6,0.8,0.3,3.48,3.17,0.29,0.02,34001.0,Advanced Economies,DEU
238,Germany,1905,46.8,41.9,17.9,10.4,2.8,0.9,0.3,3.62,3.29,0.3,0.02,35550.0,Advanced Economies,DEU
239,Germany,1910,45.4,42.9,18.9,10.7,3.0,1.0,0.4,3.74,3.4,0.31,0.03,39552.0,Advanced Economies,DEU
240,Germany,1915,36.0,51.0,23.8,11.7,3.5,1.2,0.5,4.42,4.03,0.35,0.03,42021.0,Advanced Economies,DEU
241,Germany,1920,27.3,58.0,28.2,13.1,4.1,1.6,0.6,5.07,4.62,0.41,0.04,40176.0,Advanced Economies,DEU
242,Germany,1925,21.5,62.2,31.3,14.5,4.8,1.8,0.8,5.55,5.04,0.46,0.05,42772.0,Advanced Economies,DEU
243,Germany,1930,19.3,68.2,35.8,10.8,3.9,1.7,0.8,5.57,5.16,0.36,0.05,44664.0,Advanced Economies,DEU
244,Germany,1935,15.6,70.2,38.1,12.2,4.7,2.0,1.0,5.94,5.47,0.42,0.06,44933.0,Advanced Economies,DEU
245,Germany,1940,12.8,71.7,40.3,13.2,5.3,2.2,1.2,6.24,5.72,0.46,0.07,47769.0,Advanced Economies,DEU
246,Germany,1945,9.7,73.1,41.9,14.9,6.2,2.3,1.2,6.56,5.97,0.51,0.07,42755.0,Advanced Economies,DEU
247,Germany,1950,5.7,71.4,44.6,20.1,6.2,2.8,1.8,7.21,6.47,0.64,0.09,45877.0,Advanced Economies,DEU
248,Germany,1955,3.0,73.2,46.6,20.9,7.2,2.9,1.8,7.47,6.7,0.68,0.09,47903.0,Advanced Economies,DEU
249,Germany,1960,2.9,72.7,46.6,21.2,8.6,3.1,1.9,7.54,6.72,0.72,0.1,48936.0,Advanced Economies,DEU
250,Germany,1965,2.9,72.8,49.1,21.1,10.1,3.2,2.0,7.5,6.55,0.85,0.1,49092.0,Advanced Economies,DEU
251,Germany,1970,5.6,71.6,50.5,19.9,10.5,2.9,1.9,7.1,6.14,0.87,0.1,49316.0,Advanced Economies,DEU
252,Germany,1975,6.2,68.9,49.3,19.4,11.7,5.6,3.6,7.17,5.71,1.28,0.18,50069.0,Advanced Economies,DEU
253,Germany,1980,6.5,63.2,46.4,23.0,14.8,7.2,4.7,7.36,5.37,1.75,0.24,51604.0,Advanced Economies,DEU
254,Germany,1985,5.6,57.7,43.0,28.0,18.8,8.7,5.6,7.73,5.13,2.32,0.29,53932.0,Advanced Economies,DEU
255,Germany,1990,5.2,42.1,32.0,39.3,28.8,13.4,8.1,8.96,4.91,3.61,0.43,54776.0,Advanced Economies,DEU
256,Germany,1995,5.0,29.9,23.6,48.3,36.8,16.9,10.5,9.93,4.67,4.71,0.55,55761.0,Advanced Economies,DEU
257,Germany,2000,4.0,23.2,19.2,53.9,42.6,18.9,12.4,10.59,4.46,5.51,0.63,56007.0,Advanced Economies,DEU
258,Germany,2005,3.5,6.1,5.3,71.0,53.4,19.4,12.8,11.98,4.19,7.14,0.64,55339.0,Advanced Economies,DEU
259,Germany,2010,1.7,4.5,4.0,71.4,56.0,22.4,14.8,12.58,3.92,7.92,0.74,54741.0,Advanced Economies,DEU
264,Greece,1870,82.4,16.0,5.6,1.2,0.2,0.3,0.2,0.81,0.74,0.06,0.01,822.0,Advanced Economies,GRC
265,Greece,1875,80.2,18.2,6.5,1.4,0.2,0.3,0.2,0.92,0.84,0.07,0.01,893.0,Advanced Economies,GRC
266,Greece,1880,77.6,20.7,7.6,1.5,0.2,0.3,0.2,1.04,0.96,0.07,0.01,963.0,Advanced Economies,GRC
267,Greece,1885,74.9,23.4,8.9,1.5,0.2,0.3,0.2,1.16,1.08,0.07,0.01,1194.0,Advanced Economies,GRC
268,Greece,1890,72.3,26.0,10.2,1.5,0.2,0.3,0.2,1.27,1.19,0.07,0.01,1252.0,Advanced Economies,GRC
269,Greece,1895,70.2,28.0,11.2,1.6,0.2,0.3,0.2,1.37,1.29,0.07,0.01,1374.0,Advanced Economies,GRC
270,Greece,1900,66.3,30.4,12.6,2.8,0.5,0.5,0.3,1.64,1.49,0.13,0.02,1437.0,Advanced Economies,GRC
271,Greece,1905,63.9,32.0,13.8,3.5,0.7,0.6,0.4,1.8,1.62,0.16,0.02,1492.0,Advanced Economies,GRC
272,Greece,1910,59.9,35.4,15.9,4.3,0.9,0.5,0.4,2.03,1.83,0.19,0.02,1515.0,Advanced Economies,GRC
273,Greece,1915,56.6,37.3,17.3,5.7,1.4,0.6,0.4,2.29,2.02,0.25,0.02,2836.0,Advanced Economies,GRC
274,Greece,1920,55.2,37.8,18.2,6.4,1.7,0.7,0.5,2.42,2.11,0.29,0.02,3011.0,Advanced Economies,GRC
275,Greece,1925,54.4,36.3,18.0,8.5,2.6,0.9,0.7,2.61,2.19,0.39,0.03,3657.0,Advanced Economies,GRC
276,Greece,1930,48.7,40.8,21.3,9.4,3.3,1.1,0.9,2.98,2.5,0.45,0.04,3831.0,Advanced Economies,GRC
277,Greece,1935,39.0,49.4,27.3,10.2,4.0,1.4,1.1,3.56,3.0,0.51,0.05,4188.0,Advanced Economies,GRC
278,Greece,1940,32.7,55.2,31.9,10.5,4.7,1.5,1.2,3.94,3.34,0.55,0.06,4456.0,Advanced Economies,GRC
279,Greece,1945,27.0,59.3,35.4,12.2,6.0,1.5,1.2,4.36,3.67,0.64,0.06,4645.0,Advanced Economies,GRC
280,Greece,1950,22.7,59.8,21.6,15.9,9.1,1.6,1.4,4.39,3.49,0.84,0.06,4884.0,Advanced Economies,GRC
281,Greece,1955,16.5,51.0,22.1,30.8,18.4,1.7,1.4,5.79,4.14,1.58,0.06,5264.0,Advanced Economies,GRC
282,Greece,1960,9.8,33.2,16.3,54.8,33.7,2.2,2.0,7.78,4.9,2.79,0.08,5437.0,Advanced Economies,GRC
283,Greece,1965,11.5,49.8,28.4,35.7,21.9,3.0,2.1,6.68,4.67,1.91,0.1,5617.0,Advanced Economies,GRC
284,Greece,1970,10.4,52.4,33.3,32.3,20.0,5.0,3.2,6.84,4.8,1.87,0.16,5625.0,Advanced Economies,GRC
285,Greece,1975,7.7,55.3,38.6,29.8,18.3,7.2,4.9,7.15,5.04,1.87,0.24,5780.0,Advanced Economies,GRC
286,Greece,1980,5.1,56.6,43.8,28.4,16.9,9.8,6.8,7.58,5.3,1.94,0.33,6176.0,Advanced Economies,GRC
287,Greece,1985,5.1,48.3,39.0,35.0,26.4,11.6,9.4,8.37,5.42,2.54,0.42,6498.0,Advanced Economies,GRC
288,Greece,1990,4.1,40.2,33.9,41.8,38.3,13.9,13.1,9.34,5.56,3.24,0.54,6816.0,Advanced Economies,GRC
289,Greece,1995,5.4,31.9,28.5,46.7,33.0,16.0,15.0,9.54,5.57,3.35,0.62,7248.0,Advanced Economies,GRC
290,Greece,2000,4.6,27.1,25.3,52.6,36.5,15.7,14.7,9.9,5.67,3.62,0.61,7463.0,Advanced Economies,GRC
291,Greece,2005,0.7,24.5,23.7,49.4,34.3,25.4,23.8,10.95,5.93,4.03,0.98,7507.0,Advanced Economies,GRC
292,Greece,2010,0.7,20.6,19.9,49.1,34.3,29.6,27.8,11.36,5.94,4.28,1.15,7593.0,Advanced Economies,GRC
297,Ireland,1870,81.9,18.0,6.3,0.0,0.0,0.0,0.0,0.74,0.73,0.0,0.0,3169.0,Advanced Economies,IRL
298,Ireland,1875,79.3,20.6,7.4,0.0,0.0,0.0,0.0,0.85,0.84,0.0,0.0,3096.0,Advanced Economies,IRL
299,Ireland,1880,76.6,23.3,8.6,0.1,0.0,0.0,0.0,0.97,0.96,0.0,0.0,3037.0,Advanced Economies,IRL
300,Ireland,1885,73.8,26.1,9.9,0.1,0.0,0.0,0.0,1.09,1.09,0.01,0.0,2958.0,Advanced Economies,IRL
301,Ireland,1890,69.9,29.9,11.7,0.1,0.0,0.1,0.0,1.27,1.26,0.01,0.0,2874.0,Advanced Economies,IRL
302,Ireland,1895,65.6,34.1,13.8,0.2,0.0,0.1,0.0,1.47,1.45,0.01,0.0,2836.0,Advanced Economies,IRL
303,Ireland,1900,61.5,38.1,15.9,0.3,0.1,0.1,0.0,1.67,1.64,0.02,0.0,2822.0,Advanced Economies,IRL
304,Ireland,1905,56.7,42.7,18.4,0.4,0.1,0.1,0.1,1.9,1.87,0.03,0.0,2719.0,Advanced Economies,IRL
305,Ireland,1910,52.4,46.1,20.5,1.2,0.3,0.3,0.1,2.17,2.09,0.07,0.01,2649.0,Advanced Economies,IRL
306,Ireland,1915,47.4,50.1,23.1,2.2,0.6,0.4,0.2,2.48,2.35,0.12,0.01,2598.0,Advanced Economies,IRL
307,Ireland,1920,42.4,53.9,25.9,3.2,1.0,0.6,0.3,2.82,2.62,0.18,0.02,2666.0,Advanced Economies,IRL
308,Ireland,1925,37.3,54.7,27.1,7.1,2.3,0.9,0.4,3.35,2.93,0.39,0.03,1835.0,Advanced Economies,IRL
309,Ireland,1930,32.1,58.5,30.1,8.2,2.8,1.4,0.7,3.75,3.23,0.48,0.04,1819.0,Advanced Economies,IRL
310,Ireland,1935,24.4,62.6,33.7,11.3,4.1,1.6,0.9,4.38,3.67,0.66,0.05,1862.0,Advanced Economies,IRL
311,Ireland,1940,15.8,66.4,37.4,15.7,6.0,2.1,1.1,5.15,4.18,0.91,0.06,1868.0,Advanced Economies,IRL
312,Ireland,1945,9.7,68.1,39.6,19.3,7.8,2.8,1.6,5.8,4.56,1.15,0.09,1819.0,Advanced Economies,IRL
313,Ireland,1950,5.2,68.4,43.2,23.1,9.7,3.4,2.2,6.42,4.93,1.38,0.11,1794.0,Advanced Economies,IRL
314,Ireland,1955,4.5,65.5,41.9,26.2,11.2,3.7,2.5,6.72,5.02,1.57,0.12,1728.0,Advanced Economies,IRL
315,Ireland,1960,4.0,62.5,40.3,29.5,12.7,4.0,2.7,6.98,5.09,1.76,0.13,1636.0,Advanced Economies,IRL
316,Ireland,1965,3.4,57.6,39.0,34.9,14.9,4.1,2.7,7.4,5.24,2.03,0.14,1657.0,Advanced Economies,IRL
317,Ireland,1970,3.3,52.2,36.6,39.3,16.8,5.3,3.6,8.05,5.61,2.26,0.18,1703.0,Advanced Economies,IRL
318,Ireland,1975,3.3,43.3,30.8,46.2,19.8,7.2,5.0,8.79,5.97,2.58,0.24,1836.0,Advanced Economies,IRL
319,Ireland,1980,1.9,35.2,25.6,53.0,23.4,9.8,6.8,9.69,6.41,2.95,0.33,1994.0,Advanced Economies,IRL
320,Ireland,1985,1.7,28.6,21.0,56.3,25.3,13.4,9.3,10.37,6.71,3.21,0.45,2115.0,Advanced Economies,IRL
321,Ireland,1990,1.7,23.3,17.2,57.4,26.7,17.6,12.2,10.64,6.6,3.44,0.59,2156.0,Advanced Economies,IRL
322,Ireland,1995,4.1,18.3,14.1,54.8,26.9,22.8,15.9,10.8,6.46,3.57,0.77,2320.0,Advanced Economies,IRL
323,Ireland,2000,4.2,14.7,11.5,55.2,29.1,26.0,18.0,11.03,6.43,3.72,0.88,2553.0,Advanced Economies,IRL
324,Ireland,2005,0.6,12.0,9.5,55.4,31.9,32.0,22.2,11.8,6.68,4.03,1.08,2859.0,Advanced Economies,IRL
325,Ireland,2010,0.6,11.2,9.0,44.5,26.8,43.7,30.2,12.45,6.84,4.14,1.48,3027.0,Advanced Economies,IRL
330,Italy,1870,71.9,27.8,5.5,0.2,0.0,0.2,0.1,0.88,0.85,0.02,0.01,16732.0,Advanced Economies,ITA
331,Italy,1875,69.4,30.2,5.9,0.2,0.0,0.2,0.1,0.95,0.92,0.03,0.01,17910.0,Advanced Economies,ITA
332,Italy,1880,65.3,34.2,6.5,0.3,0.1,0.2,0.1,1.08,1.04,0.03,0.01,17841.0,Advanced Economies,ITA
333,Italy,1885,60.7,38.7,7.3,0.3,0.1,0.3,0.1,1.22,1.18,0.03,0.01,18972.0,Advanced Economies,ITA
334,Italy,1890,56.4,42.8,8.3,0.4,0.1,0.3,0.1,1.37,1.31,0.04,0.01,19381.0,Advanced Economies,ITA
335,Italy,1895,52.5,46.6,9.4,0.6,0.1,0.4,0.1,1.51,1.45,0.05,0.01,19730.0,Advanced Economies,ITA
336,Italy,1900,48.2,49.7,10.5,1.6,0.4,0.5,0.2,1.73,1.61,0.1,0.01,19349.0,Advanced Economies,ITA
337,Italy,1905,44.7,52.6,11.6,2.1,0.6,0.6,0.2,1.89,1.74,0.14,0.02,20853.0,Advanced Economies,ITA
338,Italy,1910,43.3,53.9,13.5,2.3,0.6,0.5,0.2,1.98,1.82,0.14,0.01,20575.0,Advanced Economies,ITA
339,Italy,1915,38.6,57.7,16.4,3.2,0.9,0.5,0.3,2.24,2.04,0.19,0.02,23091.0,Advanced Economies,ITA
340,Italy,1920,33.7,61.4,20.0,4.3,1.3,0.6,0.3,2.55,2.28,0.25,0.02,23434.0,Advanced Economies,ITA
341,Italy,1925,29.1,64.9,24.1,5.4,1.8,0.7,0.3,2.85,2.53,0.3,0.02,24496.0,Advanced Economies,ITA
342,Italy,1930,26.4,67.1,28.4,5.9,2.1,0.7,0.4,3.08,2.72,0.34,0.02,26017.0,Advanced Economies,ITA
343,Italy,1935,23.0,69.1,32.0,7.0,2.6,0.9,0.5,3.36,2.92,0.41,0.03,26592.0,Advanced Economies,ITA
344,Italy,1940,18.2,72.4,36.9,8.4,3.3,1.0,0.5,3.72,3.2,0.49,0.03,27955.0,Advanced Economies,ITA
345,Italy,1945,13.7,74.8,42.1,10.2,4.2,1.2,0.6,4.15,3.5,0.62,0.04,29142.0,Advanced Economies,ITA
346,Italy,1950,11.6,75.8,47.3,11.4,4.2,1.2,0.8,4.4,3.71,0.65,0.04,30817.0,Advanced Economies,ITA
347,Italy,1955,9.9,73.9,47.7,14.5,4.8,1.7,1.0,4.71,3.85,0.81,0.05,32230.0,Advanced Economies,ITA
348,Italy,1960,7.8,72.3,49.1,18.1,5.9,1.8,1.2,5.07,4.03,0.98,0.06,33092.0,Advanced Economies,ITA
349,Italy,1965,5.9,70.0,49.1,21.9,6.7,2.3,1.3,5.43,4.18,1.17,0.07,34255.0,Advanced Economies,ITA
350,Italy,1970,4.1,66.0,48.3,27.5,8.7,2.3,1.5,5.87,4.35,1.44,0.08,34735.0,Advanced Economies,ITA
351,Italy,1975,4.9,56.6,44.4,35.0,11.3,3.5,2.0,6.45,4.45,1.89,0.11,35326.0,Advanced Economies,ITA
352,Italy,1980,5.3,45.6,37.7,45.4,15.6,3.7,2.4,7.09,4.54,2.43,0.12,36445.0,Advanced Economies,ITA
353,Italy,1985,5.9,38.0,32.7,51.1,19.4,4.9,3.0,7.63,4.57,2.9,0.16,38303.0,Advanced Economies,ITA
354,Italy,1990,4.8,30.8,26.8,57.8,23.5,6.7,4.0,8.32,4.67,3.44,0.21,39029.0,Advanced Economies,ITA
355,Italy,1995,3.8,23.2,19.9,64.5,28.4,8.5,5.1,9.04,4.73,4.04,0.27,39211.0,Advanced Economies,ITA
356,Italy,2000,2.6,16.6,14.6,71.5,34.3,9.3,6.0,9.73,4.82,4.6,0.31,38943.0,Advanced Economies,ITA
357,Italy,2005,2.0,13.1,11.9,74.2,37.9,10.7,6.9,10.2,4.87,4.98,0.35,38348.0,Advanced Economies,ITA
358,Italy,2010,1.5,9.0,8.4,76.7,40.9,12.9,8.4,10.71,4.91,5.37,0.43,37921.0,Advanced Economies,ITA
363,Japan,1870,73.2,26.8,9.3,0.0,0.0,0.0,0.0,0.73,0.72,0.0,0.0,20909.0,Advanced Economies,JPN
364,Japan,1875,70.8,29.2,10.4,0.0,0.0,0.0,0.0,0.8,0.79,0.01,0.0,21744.0,Advanced Economies,JPN
365,Japan,1880,68.0,32.0,11.7,0.1,0.0,0.0,0.0,0.89,0.88,0.01,0.0,22822.0,Advanced Economies,JPN
366,Japan,1885,62.7,37.2,14.0,0.1,0.0,0.0,0.0,1.04,1.03,0.01,0.0,23458.0,Advanced Economies,JPN
367,Japan,1890,52.4,47.5,18.4,0.1,0.0,0.1,0.0,1.34,1.32,0.02,0.0,24069.0,Advanced Economies,JPN
368,Japan,1895,49.1,49.2,19.8,1.6,0.5,0.1,0.0,1.61,1.45,0.16,0.0,25404.0,Advanced Economies,JPN
369,Japan,1900,41.9,55.9,23.2,2.1,0.8,0.1,0.0,1.9,1.67,0.22,0.0,26990.0,Advanced Economies,JPN
370,Japan,1905,34.1,63.5,27.1,2.1,0.8,0.3,0.1,2.16,1.91,0.24,0.01,28665.0,Advanced Economies,JPN
371,Japan,1910,28.6,68.9,30.3,2.0,0.8,0.5,0.2,2.49,2.28,0.2,0.01,30014.0,Advanced Economies,JPN
372,Japan,1915,23.9,71.4,32.7,3.9,1.6,0.8,0.3,2.96,2.67,0.27,0.02,31756.0,Advanced Economies,JPN
373,Japan,1920,18.1,67.8,32.1,12.6,6.4,1.6,0.5,3.92,3.2,0.68,0.04,32605.0,Advanced Economies,JPN
374,Japan,1925,15.3,67.0,33.1,15.5,8.1,2.1,0.8,4.46,3.52,0.88,0.06,34792.0,Advanced Economies,JPN
375,Japan,1930,11.5,68.0,35.1,17.9,10.1,2.6,0.9,4.96,3.87,1.02,0.07,37807.0,Advanced Economies,JPN
376,Japan,1935,8.5,70.6,38.3,17.8,10.7,3.1,1.2,5.34,4.16,1.09,0.09,40484.0,Advanced Economies,JPN
377,Japan,1940,5.7,72.5,41.2,18.1,11.0,3.6,1.3,5.66,4.45,1.11,0.1,42951.0,Advanced Economies,JPN
378,Japan,1945,3.5,69.3,40.8,22.9,14.3,4.3,1.6,6.19,4.77,1.3,0.12,46783.0,Advanced Economies,JPN
379,Japan,1950,3.5,58.7,36.9,33.2,21.1,4.7,2.0,6.86,5.14,1.59,0.13,49847.0,Advanced Economies,JPN
380,Japan,1955,2.1,53.7,34.2,38.6,24.8,5.5,2.6,7.4,5.29,1.95,0.16,54908.0,Advanced Economies,JPN
381,Japan,1960,1.1,50.7,32.5,42.1,27.4,6.1,3.0,7.77,5.39,2.2,0.18,60273.0,Advanced Economies,JPN
382,Japan,1965,0.8,50.1,33.9,43.5,22.8,5.6,3.0,7.8,5.46,2.16,0.17,67056.0,Advanced Economies,JPN
383,Japan,1970,0.3,47.2,33.0,44.4,24.9,8.2,4.1,8.25,5.56,2.44,0.25,71888.0,Advanced Economies,JPN
384,Japan,1975,0.2,40.9,28.9,46.5,27.3,12.4,6.7,8.85,5.63,2.84,0.38,75625.0,Advanced Economies,JPN
385,Japan,1980,0.2,33.7,24.2,48.8,33.2,17.3,8.8,9.6,5.7,3.37,0.52,78735.0,Advanced Economies,JPN
386,Japan,1985,0.2,28.0,20.4,51.4,35.1,20.4,11.9,10.12,5.76,3.72,0.65,82390.0,Advanced Economies,JPN
387,Japan,1990,0.1,22.3,16.5,53.4,38.1,24.1,14.2,10.71,5.82,4.12,0.77,85998.0,Advanced Economies,JPN
388,Japan,1995,0.1,17.0,13.0,54.9,40.6,28.0,16.4,11.26,5.87,4.5,0.89,87189.0,Advanced Economies,JPN
389,Japan,2000,0.1,13.0,10.0,54.9,42.3,32.0,19.2,11.77,5.9,4.84,1.03,86574.0,Advanced Economies,JPN
390,Japan,2005,0.1,10.2,7.9,54.1,43.0,35.6,22.0,12.12,5.92,5.05,1.15,84888.0,Advanced Economies,JPN
391,Japan,2010,0.1,7.7,6.1,54.0,44.8,38.1,24.4,12.44,5.94,5.25,1.25,81957.0,Advanced Economies,JPN
396,Luxembourg,1870,99.2,0.8,0.3,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,119.0,Advanced Economies,LUX
397,Luxembourg,1875,98.9,1.1,0.4,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,124.0,Advanced Economies,LUX
398,Luxembourg,1880,98.7,1.3,0.5,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,128.0,Advanced Economies,LUX
399,Luxembourg,1885,98.3,1.7,0.7,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,133.0,Advanced Economies,LUX
400,Luxembourg,1890,97.8,2.2,0.9,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,138.0,Advanced Economies,LUX
401,Luxembourg,1895,97.3,2.7,1.1,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,142.0,Advanced Economies,LUX
402,Luxembourg,1900,96.6,3.4,1.4,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,147.0,Advanced Economies,LUX
403,Luxembourg,1905,96.0,4.0,1.7,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,152.0,Advanced Economies,LUX
404,Luxembourg,1910,95.0,5.0,2.2,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,157.0,Advanced Economies,LUX
405,Luxembourg,1915,94.2,5.6,2.6,0.2,0.1,0.0,0.0,0.27,0.26,0.01,0.0,169.0,Advanced Economies,LUX
406,Luxembourg,1920,93.0,6.2,3.0,0.8,0.2,0.0,0.0,0.36,0.32,0.03,0.0,172.0,Advanced Economies,LUX
407,Luxembourg,1925,91.8,7.0,3.6,1.1,0.4,0.0,0.0,0.44,0.39,0.05,0.0,188.0,Advanced Economies,LUX
408,Luxembourg,1930,90.1,8.3,4.4,1.6,0.6,0.0,0.0,0.56,0.48,0.08,0.0,204.0,Advanced Economies,LUX
409,Luxembourg,1935,77.5,17.1,9.9,4.9,1.8,0.5,0.2,1.4,1.14,0.25,0.01,202.0,Advanced Economies,LUX
410,Luxembourg,1940,66.1,25.0,14.6,8.0,3.1,1.0,0.4,2.18,1.73,0.43,0.03,209.0,Advanced Economies,LUX
411,Luxembourg,1945,56.8,31.3,18.6,10.7,4.3,1.3,0.6,2.83,2.21,0.58,0.04,206.0,Advanced Economies,LUX
412,Luxembourg,1950,44.1,38.8,25.2,15.1,6.3,2.0,1.1,3.85,2.95,0.84,0.06,208.0,Advanced Economies,LUX
413,Luxembourg,1955,34.7,43.7,28.7,18.9,8.4,2.7,1.5,4.65,3.47,1.09,0.09,213.0,Advanced Economies,LUX
414,Luxembourg,1960,28.9,46.2,30.2,21.0,10.1,3.9,2.2,5.22,3.79,1.31,0.12,213.0,Advanced Economies,LUX
415,Luxembourg,1965,19.2,49.6,34.0,26.1,12.4,5.2,3.0,6.19,4.38,1.64,0.16,220.0,Advanced Economies,LUX
416,Luxembourg,1970,8.6,53.1,37.8,31.6,15.2,6.8,4.0,7.27,5.03,2.03,0.22,222.0,Advanced Economies,LUX
417,Luxembourg,1975,1.3,52.7,38.0,37.3,18.2,8.7,5.1,8.21,5.48,2.45,0.28,236.0,Advanced Economies,LUX
418,Luxembourg,1980,2.4,47.2,34.9,40.6,20.9,9.9,5.9,8.55,5.49,2.74,0.32,245.0,Advanced Economies,LUX
419,Luxembourg,1985,3.7,41.6,31.2,43.8,23.3,10.9,6.6,8.83,5.47,3.01,0.35,255.0,Advanced Economies,LUX
420,Luxembourg,1990,4.4,36.2,27.6,46.5,26.2,13.0,7.8,9.24,5.48,3.35,0.41,265.0,Advanced Economies,LUX
421,Luxembourg,1995,5.5,31.2,24.7,48.0,27.5,15.3,9.3,9.57,5.47,3.61,0.49,276.0,Advanced Economies,LUX
422,Luxembourg,2000,6.7,24.8,19.7,52.2,30.5,16.4,10.5,9.92,5.45,3.93,0.54,293.0,Advanced Economies,LUX
423,Luxembourg,2005,6.2,20.3,16.3,50.7,30.3,22.9,14.4,10.59,5.51,4.33,0.75,313.0,Advanced Economies,LUX
424,Luxembourg,2010,5.3,15.9,12.9,48.4,29.1,30.3,20.0,11.33,5.59,4.74,1.01,335.0,Advanced Economies,LUX
429,Netherlands,1870,28.0,71.6,24.6,0.3,0.1,0.1,0.1,2.94,2.91,0.02,0.0,2192.0,Advanced Economies,NLD
430,Netherlands,1875,26.7,72.8,25.7,0.4,0.1,0.1,0.1,3.01,2.99,0.02,0.0,2296.0,Advanced Economies,NLD
431,Netherlands,1880,25.2,74.2,26.9,0.5,0.1,0.2,0.1,3.11,3.07,0.03,0.0,2408.0,Advanced Economies,NLD
432,Netherlands,1885,23.8,75.3,28.1,0.7,0.1,0.2,0.1,3.2,3.16,0.04,0.01,2553.0,Advanced Economies,NLD
433,Netherlands,1890,22.7,76.2,29.3,0.8,0.2,0.3,0.1,3.28,3.23,0.05,0.01,2682.0,Advanced Economies,NLD
434,Netherlands,1895,21.6,77.1,30.6,0.9,0.2,0.3,0.1,3.37,3.31,0.06,0.01,2848.0,Advanced Economies,NLD
435,Netherlands,1900,20.5,78.0,32.0,1.0,0.3,0.4,0.2,3.46,3.39,0.06,0.01,3020.0,Advanced Economies,NLD
436,Netherlands,1905,17.9,80.2,34.1,1.4,0.4,0.4,0.2,3.63,3.54,0.08,0.01,3289.0,Advanced Economies,NLD
437,Netherlands,1910,15.5,82.3,36.3,1.8,0.5,0.5,0.2,3.8,3.69,0.1,0.01,3475.0,Advanced Economies,NLD
438,Netherlands,1915,12.9,84.4,38.7,2.1,0.6,0.6,0.2,3.99,3.85,0.12,0.02,3864.0,Advanced Economies,NLD
439,Netherlands,1920,9.4,88.6,42.6,1.6,0.5,0.5,0.2,4.16,4.06,0.09,0.01,4223.0,Advanced Economies,NLD
440,Netherlands,1925,7.5,89.7,44.9,2.3,0.7,0.5,0.3,4.34,4.21,0.12,0.02,4593.0,Advanced Economies,NLD
441,Netherlands,1930,6.1,90.5,47.4,2.7,0.8,0.6,0.3,4.5,4.34,0.14,0.02,5014.0,Advanced Economies,NLD
442,Netherlands,1935,4.8,90.0,49.1,4.5,1.3,0.7,0.4,4.73,4.49,0.22,0.02,5410.0,Advanced Economies,NLD
443,Netherlands,1940,3.3,89.7,50.8,6.3,1.8,0.8,0.4,4.95,4.64,0.29,0.02,5812.0,Advanced Economies,NLD
